Time [s],Channel 0,Channel 1
3.514710083,0,0
3.514712208,1,0
3.514713208,0,0
3.514715292,1,0
3.514716292,0,0
3.514718417,1,0
3.514719417,0,0
3.514721500,1,0
3.514722500,0,0
3.514724583,1,0
3.514725625,0,0
3.514727708,1,0
3.514728708,0,0
3.514730792,1,0
3.514731792,0,0
3.514733917,1,0
3.514734917,0,0
3.514737000,1,0
3.514738000,0,0
3.514740125,1,0
3.514741125,0,0
3.514743208,1,0
3.514744208,0,0
3.514746333,1,0
3.514747333,0,0
3.514749417,1,0
3.514750417,0,0
3.514752542,1,0
3.514753542,0,0
3.514755625,1,0
3.514756625,0,0
3.514758750,1,0
3.514759750,0,0
3.514761833,1,0
3.514762833,0,0
3.514764958,1,0
3.514765958,0,0
3.514768042,1,0
3.514769042,0,0
3.514771125,1,0
3.514772125,0,0
3.514774250,1,0
3.514775250,0,0
3.514777333,1,0
3.514778333,0,0
3.514780458,1,0
3.514781458,0,0
3.514783542,1,0
3.514784542,0,0
3.514786708,1,0
3.514787667,0,0
3.514788708,0,1
3.514789792,1,1
3.514790792,0,1
3.514792000,1,1
3.514793042,0,1
3.514795167,1,1
3.514796250,0,1
3.514797292,1,1
3.514798333,0,1
3.514799375,1,1
3.514800458,0,1
3.514801500,1,1
3.514802583,0,1
3.514803625,1,1
3.514804667,0,1
3.514804708,0,0
3.514805750,1,0
3.514806792,0,0
3.514807083,0,1
3.514807833,1,1
3.514808917,0,1
3.514810083,1,1
3.514811125,0,1
3.514812167,1,1
3.514813250,0,1
3.514814250,1,1
3.514815250,0,1
3.514816250,1,1
3.514817333,0,1
3.514818375,1,1
3.514819458,0,1
3.514820458,1,1
3.514821583,0,1
3.514822583,1,1
3.514823667,0,1
3.514824708,1,1
3.514825792,0,1
3.514826792,1,1
3.514827917,0,1
3.514828917,1,1
3.514830000,0,1
3.514831042,1,1
3.514832125,0,1
3.514833125,1,1
3.514834208,0,1
3.514835250,1,1
3.514836333,0,1
3.514837333,1,1
3.514838458,0,1
3.514839458,1,1
3.514840542,0,1
3.514841583,1,1
3.514842667,0,1
3.514843667,1,1
3.514844750,0,1
3.514845792,1,1
3.514846875,0,1
3.514847917,1,1
3.514849000,0,1
3.514850000,1,1
3.514851083,0,1
3.514852125,1,1
3.514853208,0,1
3.514854250,1,1
3.514855333,0,1
3.514856333,1,1
3.514857417,0,1
3.514858458,1,1
3.514859542,0,1
3.514860542,1,1
3.514861667,0,1
3.514862667,1,1
3.514863750,0,1
3.514864792,1,1
3.514865875,0,1
3.514866875,1,1
3.514868000,0,1
3.514869000,1,1
3.514870083,0,1
3.514871125,1,1
3.514872208,0,1
3.514873208,1,1
3.514874333,0,1
3.514875333,1,1
3.514876417,0,1
3.514877625,1,1
3.514878625,0,1
3.514879750,1,1
3.514880750,0,1
3.514882875,1,1
3.514883875,1,0
3.514884875,0,0
3.514886833,1,0
3.514887833,1,1
3.514890958,1,0
3.514891917,0,0
3.514894000,1,0
3.514895042,0,0
3.514897125,1,0
3.514898125,0,0
3.514899167,0,1
3.514900250,1,1
3.514901250,0,1
3.514902292,0,0
3.514903333,1,0
3.514904333,0,0
3.514906417,1,0
3.514907417,0,0
3.514909542,1,0
3.514910542,0,0
3.514911583,0,1
3.514912667,1,1
3.514913667,0,1
3.514914750,0,0
3.514915750,1,0
3.514916750,0,0
3.514918833,1,0
3.514919833,0,0
3.514921958,1,0
3.514922958,0,0
3.514925042,1,0
3.514926042,0,0
3.514928125,1,0
3.514929167,0,0
3.514931250,1,0
3.514932250,0,0
3.514934333,1,0
3.514935333,0,0
3.514937458,1,0
3.514938458,0,0
3.514940542,1,0
3.514941542,0,0
3.514943667,1,0
3.514944667,0,0
3.514946750,1,0
3.514947750,0,0
3.514949875,1,0
3.514950875,0,0
3.514952958,1,0
3.514953958,0,0
3.514956083,1,0
3.514957083,0,0
3.514959167,1,0
3.514960167,0,0
3.514962292,1,0
3.514963292,0,0
3.514965375,1,0
3.514966375,0,0
3.514968500,1,0
3.514969500,0,0
3.514971583,1,0
3.514972583,0,0
3.514974708,1,0
3.514975708,0,0
3.514977792,1,0
3.514978792,0,0
3.514980917,1,0
3.514981917,0,0
3.514984000,1,0
3.514985000,0,0
3.514987083,1,0
3.514988083,0,0
3.514990208,1,0
3.514991208,0,0
3.514993292,1,0
3.514994292,0,0
3.514996417,1,0
3.514997417,0,0
3.514999500,1,0
3.515000500,0,0
3.515002625,1,0
3.515003625,0,0
3.515005708,1,0
3.515006708,0,0
3.515008833,1,0
3.515009833,0,0
3.515011917,1,0
3.515012917,0,0
3.515015042,1,0
3.515016042,0,0
3.515017042,0,1
3.515018167,1,1
3.515019167,0,1
3.515020375,1,1
3.515021375,0,1
3.515023542,1,1
3.515024583,0,1
3.515025625,1,1
3.515026708,0,1
3.515027750,1,1
3.515028792,0,1
3.515029833,1,1
3.515030917,0,1
3.515031958,1,1
3.515033042,0,0
3.515034083,1,0
3.515035167,0,0
3.515035542,0,1
3.515036208,1,1
3.515037250,0,1
3.515038417,1,1
3.515039500,0,1
3.515040542,1,1
3.515041583,0,1
3.515042625,1,1
3.515043583,0,1
3.515044625,1,1
3.515045708,0,1
3.515046750,1,1
3.515047833,0,1
3.515048833,1,1
3.515049917,0,1
3.515050958,1,1
3.515052042,0,1
3.515053042,1,1
3.515054167,0,1
3.515055167,1,1
3.515056250,0,1
3.515057292,1,1
3.515058375,0,1
3.515059375,1,1
3.515060458,0,1
3.515061500,1,1
3.515062583,0,1
3.515063625,1,1
3.515064708,0,1
3.515065708,1,1
3.515066792,0,1
3.515067833,1,1
3.515068917,0,1
3.515069958,1,1
3.515071042,0,1
3.515072042,1,1
3.515073125,0,1
3.515074167,1,1
3.515075250,0,1
3.515076250,1,1
3.515077375,0,1
3.515078375,1,1
3.515079458,0,1
3.515080500,1,1
3.515081583,0,1
3.515082583,1,1
3.515083667,0,1
3.515084708,1,1
3.515085792,0,1
3.515086833,1,1
3.515087917,0,1
3.515088917,1,1
3.515090000,0,1
3.515091042,1,1
3.515092125,0,1
3.515093125,1,1
3.515094250,0,1
3.515095250,1,1
3.515096333,0,1
3.515097375,1,1
3.515098458,0,1
3.515099458,1,1
3.515100583,0,1
3.515101583,1,1
3.515102667,0,1
3.515103708,1,1
3.515104792,0,1
3.515106000,1,1
3.515107000,0,1
3.515108083,1,1
3.515109125,0,1
3.515111208,1,1
3.515112250,1,0
3.515113208,0,0
3.515115208,1,0
3.515116167,1,1
3.515119292,1,0
3.515120292,0,0
3.515122375,1,0
3.515123375,0,0
3.515125500,1,0
3.515126500,0,0
3.515127542,0,1
3.515128583,1,1
3.515129583,0,1
3.515130667,0,0
3.515131708,1,0
3.515132667,0,0
3.515134792,1,0
3.515135792,0,0
3.515137875,1,0
3.515138917,0,0
3.515139958,0,1
3.515141000,1,1
3.515142000,0,1
3.515143083,0,0
3.515144083,1,0
3.515145083,0,0
3.515147208,1,0
3.515148208,0,0
3.515150292,1,0
3.515151292,0,0
3.515153417,1,0
3.515154417,0,0
3.515156500,1,0
3.515157500,0,0
3.515159583,1,0
3.515160583,0,0
3.515162708,1,0
3.515163708,0,0
3.515165792,1,0
3.515166792,0,0
3.515168917,1,0
3.515169917,0,0
3.515172000,1,0
3.515173000,0,0
3.515175125,1,0
3.515176125,0,0
3.515178208,1,0
3.515179208,0,0
3.515181333,1,0
3.515182333,0,0
3.515184417,1,0
3.515185417,0,0
3.515187542,1,0
3.515188542,0,0
3.515190625,1,0
3.515191625,0,0
3.515193750,1,0
3.515194750,0,0
3.515196833,1,0
3.515197833,0,0
3.515199917,1,0
3.515200917,0,0
3.515203042,1,0
3.515204042,0,0
3.515206125,1,0
3.515207125,0,0
3.515209250,1,0
3.515210250,0,0
3.515212333,1,0
3.515213333,0,0
3.515215458,1,0
3.515216458,0,0
3.515218542,1,0
3.515219542,0,0
3.515221667,1,0
3.515222667,0,0
3.515224750,1,0
3.515225750,0,0
3.515227875,1,0
3.515228875,0,0
3.515230958,1,0
3.515231958,0,0
3.515234083,1,0
3.515235083,0,0
3.515237167,1,0
3.515238167,0,0
3.515240292,1,0
3.515241292,0,0
3.515243417,1,0
3.515244375,0,0
3.515245417,0,1
3.515246500,1,1
3.515247500,0,1
3.515248708,1,1
3.515249750,0,1
3.515251875,1,1
3.515252958,0,1
3.515254000,1,1
3.515255083,0,1
3.515256083,1,1
3.515257167,0,1
3.515258208,1,1
3.515259292,0,1
3.515260333,1,1
3.515261417,0,0
3.515262458,1,0
3.515263500,0,0
3.515263958,0,1
3.515264542,1,1
3.515265625,0,1
3.515266792,1,1
3.515267833,0,1
3.515268875,1,1
3.515269958,0,1
3.515270958,1,1
3.515271958,0,1
3.515272958,1,1
3.515274083,0,1
3.515275083,1,1
3.515276167,0,1
3.515277208,1,1
3.515278292,0,1
3.515279292,1,1
3.515280417,0,1
3.515281417,1,1
3.515282500,0,1
3.515283542,1,1
3.515284625,0,1
3.515285625,1,1
3.515286750,0,1
3.515287750,1,1
3.515288833,0,1
3.515289875,1,1
3.515290958,0,1
3.515291958,1,1
3.515293083,0,1
3.515294083,1,1
3.515295167,0,1
3.515296208,1,1
3.515297292,0,1
3.515298292,1,1
3.515299375,0,1
3.515300417,1,1
3.515301500,0,1
3.515302542,1,1
3.515303625,0,1
3.515304625,1,1
3.515305708,0,1
3.515306750,1,1
3.515307833,0,1
3.515308833,1,1
3.515309958,0,1
3.515310958,1,1
3.515312042,0,1
3.515313083,1,1
3.515314167,0,1
3.515315167,1,1
3.515316292,0,1
3.515317292,1,1
3.515318375,0,1
3.515319417,1,1
3.515320500,0,1
3.515321500,1,1
3.515322625,0,1
3.515323625,1,1
3.515324708,0,1
3.515325750,1,1
3.515326833,0,1
3.515327833,1,1
3.515328917,0,1
3.515329958,1,1
3.515331042,0,1
3.515332083,1,1
3.515333167,0,1
3.515334375,1,1
3.515335375,0,1
3.515336458,1,1
3.515337500,0,1
3.515339625,1,1
3.515340625,1,0
3.515341625,0,0
3.515343583,1,0
3.515344542,1,1
3.515347667,1,0
3.515348667,0,0
3.515350750,1,0
3.515351750,0,0
3.515353875,1,0
3.515354875,0,0
3.515355917,0,1
3.515356958,1,1
3.515358000,0,1
3.515359042,0,0
3.515360083,1,0
3.515361083,0,0
3.515363167,1,0
3.515364167,0,0
3.515366292,1,0
3.515367292,0,0
3.515368333,0,1
3.515369375,1,1
3.515370375,0,1
3.515371458,0,0
3.515372458,1,0
3.515373458,0,0
3.515375583,1,0
3.515376583,0,0
3.515378667,1,0
3.515379667,0,0
3.515381792,1,0
3.515382792,0,0
3.515384875,1,0
3.515385875,0,0
3.515388000,1,0
3.515389000,0,0
3.515391083,1,0
3.515392083,0,0
3.515394208,1,0
3.515395208,0,0
3.515397292,1,0
3.515398292,0,0
3.515400417,1,0
3.515401417,0,0
3.515403500,1,0
3.515404500,0,0
3.515406625,1,0
3.515407625,0,0
3.515409708,1,0
3.515410708,0,0
3.515412833,1,0
3.515413833,0,0
3.515415917,1,0
3.515416917,0,0
3.515419042,1,0
3.515420042,0,0
3.515422125,1,0
3.515423125,0,0
3.515425250,1,0
3.515426250,0,0
3.515428333,1,0
3.515429333,0,0
3.515431417,1,0
3.515432417,0,0
3.515434542,1,0
3.515435542,0,0
3.515437625,1,0
3.515438625,0,0
3.515440750,1,0
3.515441750,0,0
3.515443833,1,0
3.515444833,0,0
3.515446958,1,0
3.515447958,0,0
3.515450042,1,0
3.515451042,0,0
3.515453167,1,0
3.515454167,0,0
3.515456250,1,0
3.515457250,0,0
3.515459375,1,0
3.515460375,0,0
3.515462458,1,0
3.515463458,0,0
3.515465583,1,0
3.515466583,0,0
3.515468667,1,0
3.515469667,0,0
3.515471792,1,0
3.515472792,0,0
3.515473792,0,1
3.515474917,1,1
3.515475917,0,1
3.515477125,1,1
3.515478125,0,1
3.515480292,1,1
3.515481333,0,1
3.515482375,1,1
3.515483458,0,1
3.515484500,1,1
3.515485542,0,1
3.515486583,1,1
3.515487708,0,1
3.515488750,1,1
3.515489792,0,0
3.515490833,1,0
3.515491917,0,0
3.515492208,0,1
3.515492958,1,1
3.515494000,0,1
3.515495208,1,1
3.515496250,0,1
3.515497292,1,1
3.515498333,0,1
3.515499375,1,1
3.515500333,0,1
3.515501375,1,1
3.515502458,0,1
3.515503500,1,1
3.515504583,0,1
3.515505583,1,1
3.515506667,0,1
3.515507708,1,1
3.515508792,0,1
3.515509833,1,1
3.515510917,0,1
3.515511917,1,1
3.515513000,0,1
3.515514042,1,1
3.515515125,0,1
3.515516125,1,1
3.515517250,0,1
3.515518250,1,1
3.515519333,0,1
3.515520375,1,1
3.515521458,0,1
3.515522458,1,1
3.515523583,0,1
3.515524583,1,1
3.515525667,0,1
3.515526708,1,1
3.515527792,0,1
3.515528792,1,1
3.515529875,0,1
3.515530917,1,1
3.515532000,0,1
3.515533042,1,1
3.515534125,0,1
3.515535125,1,1
3.515536208,0,1
3.515537250,1,1
3.515538333,0,1
3.515539333,1,1
3.515540458,0,1
3.515541458,1,1
3.515542542,0,1
3.515543583,1,1
3.515544667,0,1
3.515545667,1,1
3.515546792,0,1
3.515547792,1,1
3.515548875,0,1
3.515549917,1,1
3.515551000,0,1
3.515552000,1,1
3.515553125,0,1
3.515554125,1,1
3.515555208,0,1
3.515556250,1,1
3.515557333,0,1
3.515558333,1,1
3.515559458,0,1
3.515560458,1,1
3.515561542,0,1
3.515562750,1,1
3.515563750,0,1
3.515564875,1,1
3.515565875,0,1
3.515568000,1,1
3.515569000,1,0
3.515570000,0,0
3.515571958,1,0
3.515572958,1,1
3.515576083,1,0
3.515577042,0,0
3.515579167,1,0
3.515580167,0,0
3.515582250,1,0
3.515583250,0,0
3.515584333,0,1
3.515585375,1,1
3.515586375,0,1
3.515587417,0,0
3.515588500,1,0
3.515589458,0,0
3.515591583,1,0
3.515592583,0,0
3.515594667,1,0
3.515595667,0,0
3.515596750,0,1
3.515597792,1,1
3.515598792,0,1
3.515599875,0,0
3.515600875,1,0
3.515601875,0,0
3.515604000,1,0
3.515605000,0,0
3.515607083,1,0
3.515608083,0,0
3.515610208,1,0
3.515611208,0,0
3.515613292,1,0
3.515614292,0,0
3.515616375,1,0
3.515617417,0,0
3.515619500,1,0
3.515620500,0,0
3.515622583,1,0
3.515623625,0,0
3.515625708,1,0
3.515626708,0,0
3.515628792,1,0
3.515629792,0,0
3.515631917,1,0
3.515632917,0,0
3.515635000,1,0
3.515636042,0,0
3.515638125,1,0
3.515639125,0,0
3.515641208,1,0
3.515642208,0,0
3.515644333,1,0
3.515645333,0,0
3.515647417,1,0
3.515648417,0,0
3.515650542,1,0
3.515651542,0,0
3.515653625,1,0
3.515654625,0,0
3.515656750,1,0
3.515657750,0,0
3.515659833,1,0
3.515660833,0,0
3.515662958,1,0
3.515663958,0,0
3.515666042,1,0
3.515667042,0,0
3.515669167,1,0
3.515670167,0,0
3.515672250,1,0
3.515673250,0,0
3.515675375,1,0
3.515676375,0,0
3.515678458,1,0
3.515679458,0,0
3.515681583,1,0
3.515682583,0,0
3.515684667,1,0
3.515685667,0,0
3.515687792,1,0
3.515688792,0,0
3.515690875,1,0
3.515691875,0,0
3.515694000,1,0
3.515695000,0,0
3.515697083,1,0
3.515698083,0,0
3.515700208,1,0
3.515701208,0,0
3.515702250,0,1
3.515703333,1,1
3.515704333,0,1
3.515705542,1,1
3.515706583,0,1
3.515708708,1,1
3.515709792,0,1
3.515710833,1,1
3.515711875,0,1
3.515712917,1,1
3.515714000,0,1
3.515715042,1,1
3.515716125,0,1
3.515717167,1,1
3.515718208,0,1
3.515718250,0,0
3.515719292,1,0
3.515720333,0,0
3.515720667,0,1
3.515721375,1,1
3.515722458,0,1
3.515723625,1,1
3.515724667,0,1
3.515725708,1,1
3.515726792,0,1
3.515727792,1,1
3.515728792,0,1
3.515729792,1,1
3.515730875,0,1
3.515731917,1,1
3.515733000,0,1
3.515734042,1,1
3.515735125,0,1
3.515736125,1,1
3.515737208,0,1
3.515738250,1,1
3.515739333,0,1
3.515740375,1,1
3.515741458,0,1
3.515742458,1,1
3.515743542,0,1
3.515744583,1,1
3.515745667,0,1
3.515746708,1,1
3.515747792,0,1
3.515748792,1,1
3.515749875,0,1
3.515750917,1,1
3.515752000,0,1
3.515753000,1,1
3.515754125,0,1
3.515755125,1,1
3.515756208,0,1
3.515757250,1,1
3.515758333,0,1
3.515759333,1,1
3.515760458,0,1
3.515761458,1,1
3.515762542,0,1
3.515763583,1,1
3.515764667,0,1
3.515765667,1,1
3.515766792,0,1
3.515767792,1,1
3.515768875,0,1
3.515769917,1,1
3.515771000,0,1
3.515772000,1,1
3.515773125,0,1
3.515774125,1,1
3.515775208,0,1
3.515776250,1,1
3.515777333,0,1
3.515778333,1,1
3.515779417,0,1
3.515780458,1,1
3.515781542,0,1
3.515782583,1,1
3.515783667,0,1
3.515784667,1,1
3.515785750,0,1
3.515786792,1,1
3.515787875,0,1
3.515788875,1,1
3.515790000,0,1
3.515791208,1,1
3.515792208,0,1
3.515793292,1,1
3.515794333,0,1
3.515796417,1,1
3.515797458,1,0
3.515798417,0,0
3.515800417,1,0
3.515801375,1,1
3.515804500,1,0
3.515805500,0,0
3.515807583,1,0
3.515808583,0,0
3.515810708,1,0
3.515811708,0,0
3.515812750,0,1
3.515813792,1,1
3.515814833,0,1
3.515815875,0,0
3.515816917,1,0
3.515817875,0,0
3.515820000,1,0
3.515821000,0,0
3.515823083,1,0
3.515824125,0,0
3.515825167,0,1
3.515826208,1,1
3.515827208,0,1
3.515828292,0,0
3.515829292,1,0
3.515830292,0,0
3.515832417,1,0
3.515833417,0,0
3.515835500,1,0
3.515836500,0,0
3.515838625,1,0
3.515839625,0,0
3.515841708,1,0
3.515842708,0,0
3.515844833,1,0
3.515845833,0,0
3.515847917,1,0
3.515848917,0,0
3.515851042,1,0
3.515852042,0,0
3.515854125,1,0
3.515855125,0,0
3.515857208,1,0
3.515858208,0,0
3.515860333,1,0
3.515861333,0,0
3.515863417,1,0
3.515864417,0,0
3.515866542,1,0
3.515867542,0,0
3.515869625,1,0
3.515870625,0,0
3.515872750,1,0
3.515873750,0,0
3.515875833,1,0
3.515876833,0,0
3.515878958,1,0
3.515879958,0,0
3.515882042,1,0
3.515883042,0,0
3.515885167,1,0
3.515886167,0,0
3.515888250,1,0
3.515889250,0,0
3.515891375,1,0
3.515892375,0,0
3.515894458,1,0
3.515895458,0,0
3.515897583,1,0
3.515898583,0,0
3.515900667,1,0
3.515901667,0,0
3.515903792,1,0
3.515904792,0,0
3.515906875,1,0
3.515907875,0,0
3.515910000,1,0
3.515911000,0,0
3.515913083,1,0
3.515914083,0,0
3.515916167,1,0
3.515917208,0,0
3.515919292,1,0
3.515920292,0,0
3.515922375,1,0
3.515923417,0,0
3.515925500,1,0
3.515926500,0,0
3.515928625,1,0
3.515929625,0,0
3.515930625,0,1
3.515931750,1,1
3.515932750,0,1
3.515933958,1,1
3.515934958,0,1
3.515937125,1,1
3.515938167,0,1
3.515939208,1,1
3.515940292,0,1
3.515941333,1,1
3.515942375,0,1
3.515943417,1,1
3.515944542,0,1
3.515945542,1,1
3.515946625,0,0
3.515947667,1,0
3.515948750,0,0
3.515949125,0,1
3.515949792,1,1
3.515950833,0,1
3.515952000,1,1
3.515953083,0,1
3.515954125,1,1
3.515955167,0,1
3.515956208,1,1
3.515957167,0,1
3.515958208,1,1
3.515959292,0,1
3.515960333,1,1
3.515961417,0,1
3.515962417,1,1
3.515963500,0,1
3.515964542,1,1
3.515965625,0,1
3.515966625,1,1
3.515967750,0,1
3.515968750,1,1
3.515969833,0,1
3.515970875,1,1
3.515971958,0,1
3.515972958,1,1
3.515974083,0,1
3.515975083,1,1
3.515976167,0,1
3.515977208,1,1
3.515978292,0,1
3.515979292,1,1
3.515980417,0,1
3.515981417,1,1
3.515982500,0,1
3.515983542,1,1
3.515984625,0,1
3.515985625,1,1
3.515986708,0,1
3.515987750,1,1
3.515988833,0,1
3.515989875,1,1
3.515990958,0,1
3.515991958,1,1
3.515993042,0,1
3.515994083,1,1
3.515995167,0,1
3.515996208,1,1
3.515997292,0,1
3.515998292,1,1
3.515999417,0,1
3.516000417,1,1
3.516001500,0,1
3.516002542,1,1
3.516003625,0,1
3.516004625,1,1
3.516005708,0,1
3.516006750,1,1
3.516007833,0,1
3.516008875,1,1
3.516009958,0,1
3.516010958,1,1
3.516012042,0,1
3.516013083,1,1
3.516014167,0,1
3.516015167,1,1
3.516016292,0,1
3.516017292,1,1
3.516018375,0,1
3.516019583,1,1
3.516020625,0,1
3.516021708,1,1
3.516022708,0,1
3.516024833,1,1
3.516025833,1,0
3.516026833,0,0
3.516028792,1,0
